,min_x,max_x,min_y,max_y,width,height
count,1.0,1.0,1.0,1.0,1.0,1.0
mean,19.06804838344273,28.25238052853388,10.05886384601929,21.12554101224943,9.184332145091156,11.066677166230138
std,,,,,,
min,19.06804838344273,28.25238052853388,10.05886384601929,21.12554101224943,9.184332145091156,11.066677166230138
25%,19.06804838344273,28.25238052853388,10.05886384601929,21.12554101224943,9.184332145091156,11.066677166230138
50%,19.06804838344273,28.25238052853388,10.05886384601929,21.12554101224943,9.184332145091156,11.066677166230138
75%,19.06804838344273,28.25238052853388,10.05886384601929,21.12554101224943,9.184332145091156,11.066677166230138
max,19.06804838344273,28.25238052853388,10.05886384601929,21.12554101224943,9.184332145091156,11.066677166230138
